Transaction_ID,Vendor,Category,Amount,Date,Department
1055,AWS,Consulting,9070,2024-02-13 22:00:00,HR
1056,TCS,Infrastructure,2320,2024-02-13 23:00:00,IT
1057,Azure,Consulting,90043,2024-02-14 00:00:00,Marketing
1058,Wipro,Consulting,39921,2024-02-14 01:00:00,IT
1059,Azure,Infrastructure,7589,2024-02-14 02:00:00,Finance
1060,AWS,Infrastructure,65409,2024-02-14 03:00:00,Operations
1061,Wipro,Cloud,93995,2024-02-14 04:00:00,HR
1062,Azure,Software,16589,2024-02-14 05:00:00,Finance
1063,Infosys,Consulting,37375,2024-02-14 06:00:00,Operations
1064,Google Cloud,Infrastructure,44085,2024-02-14 07:00:00,Marketing
1065,AWS,Cloud,61840,2024-02-14 08:00:00,Marketing
1066,Azure,Software,573980,2024-02-14 09:00:00,Marketing
1067,AWS,Infrastructure,99704,2024-02-14 10:00:00,IT
1068,IBM,Software,27732,2024-02-14 11:00:00,Marketing
1069,AWS,Software,98047,2024-02-14 12:00:00,Marketing
1070,Wipro,Consulting,23426,2024-02-14 13:00:00,IT
1071,IBM,Consulting,31982,2024-02-14 14:00:00,Operations
1072,Wipro,Infrastructure,60720,2024-02-14 15:00:00,Finance
1073,Google Cloud,Software,17746,2024-02-14 16:00:00,HR
1074,IBM,Infrastructure,29514,2024-02-14 17:00:00,Marketing
1075,Infosys,Infrastructure,65889,2024-02-14 18:00:00,Marketing
1076,AWS,Software,4851,2024-02-14 19:00:00,Marketing
1077,Azure,Infrastructure,20796,2024-02-14 20:00:00,IT
1078,TCS,Software,77034,2024-02-14 21:00:00,IT
1079,AWS,Software,63798,2024-02-14 22:00:00,IT
1080,AWS,Software,99388,2024-02-14 23:00:00,HR
1081,Google Cloud,Software,63985,2024-02-15 00:00:00,Finance
1082,Infosys,Cloud,35592,2024-02-15 01:00:00,Marketing
1083,TCS,Software,45845,2024-02-15 02:00:00,Operations
1084,IBM,Consulting,16930,2024-02-15 03:00:00,Marketing
1085,IBM,Consulting,22159,2024-02-15 04:00:00,Marketing
1086,IBM,Consulting,96072,2024-02-15 05:00:00,Marketing
1087,Wipro,Software,90788,2024-02-15 06:00:00,Marketing
1088,Wipro,Consulting,25003,2024-02-15 07:00:00,Finance
1089,Azure,Cloud,36139,2024-02-15 08:00:00,Operations
1090,TCS,Infrastructure,53452,2024-02-15 09:00:00,IT
1091,IBM,Software,23205,2024-02-15 10:00:00,Operations
1092,Wipro,Consulting,97059,2024-02-15 11:00:00,Marketing
1093,Azure,Cloud,57955,2024-02-15 12:00:00,Operations
1094,Infosys,Infrastructure,8464,2024-02-15 13:00:00,Marketing
1095,Azure,Cloud,83646,2024-02-15 14:00:00,Operations
1096,Wipro,Consulting,73657,2024-02-15 15:00:00,HR
1097,Google Cloud,Cloud,10840,2024-02-15 16:00:00,Operations
1098,Google Cloud,Infrastructure,41768,2024-02-15 17:00:00,IT
1099,IBM,Consulting,10461,2024-02-15 18:00:00,IT
1100,Google Cloud,Infrastructure,21927,2024-02-15 19:00:00,Operations
1101,IBM,Cloud,90934,2024-02-15 20:00:00,Operations
1102,IBM,Software,99622,2024-02-15 21:00:00,Finance
1103,Wipro,Software,16329,2024-02-15 22:00:00,Operations
1104,Google Cloud,Software,16791,2024-02-15 23:00:00,IT
1105,IBM,Software,53627,2024-02-16 00:00:00,HR
1106,TCS,Infrastructure,15372,2024-02-16 01:00:00,IT
1107,Infosys,Software,93890,2024-02-16 02:00:00,Finance
1108,Azure,Infrastructure,49469,2024-02-16 03:00:00,Operations
1109,Azure,Consulting,88073,2024-02-16 04:00:00,HR
1110,Wipro,Software,35370,2024-02-16 05:00:00,IT
1111,Google Cloud,Infrastructure,52408,2024-02-16 06:00:00,HR
1112,Google Cloud,Software,91941,2024-02-16 07:00:00,Marketing
1113,IBM,Software,24703,2024-02-16 08:00:00,IT
1114,AWS,Software,16234,2024-02-16 09:00:00,Marketing
1115,IBM,Infrastructure,8532,2024-02-16 10:00:00,HR
1116,Infosys,Cloud,36416,2024-02-16 11:00:00,Operations
1117,TCS,Software,73439,2024-02-16 12:00:00,Operations
1118,Azure,Software,19242,2024-02-16 13:00:00,Operations
1119,IBM,Consulting,51254,2024-02-16 14:00:00,Marketing
1120,AWS,Cloud,80324,2024-02-16 15:00:00,Operations
1121,AWS,Infrastructure,36249,2024-02-16 16:00:00,Finance
1122,IBM,Consulting,96049,2024-02-16 17:00:00,IT
1123,Wipro,Software,86078,2024-02-16 18:00:00,IT
1124,Azure,Consulting,33294,2024-02-16 19:00:00,HR
1125,Wipro,Consulting,60784,2024-02-16 20:00:00,Marketing
1126,TCS,Software,4684,2024-02-16 21:00:00,IT
1127,AWS,Cloud,24795,2024-02-16 22:00:00,Marketing
1128,AWS,Cloud,61301,2024-02-16 23:00:00,HR
1129,Infosys,Consulting,70187,2024-02-17 00:00:00,Operations
1130,TCS,Software,11431,2024-02-17 01:00:00,HR
1131,AWS,Infrastructure,76667,2024-02-17 02:00:00,Finance
1132,TCS,Consulting,90627,2024-02-17 03:00:00,Operations
1133,Azure,Infrastructure,91381,2024-02-17 04:00:00,Operations
1134,Google Cloud,Consulting,91027,2024-02-17 05:00:00,Operations
1135,AWS,Consulting,56372,2024-02-17 06:00:00,HR
1136,Infosys,Software,71366,2024-02-17 07:00:00,Finance
1137,Azure,Software,95176,2024-02-17 08:00:00,Marketing
1138,IBM,Infrastructure,73870,2024-02-17 09:00:00,HR
1139,TCS,Infrastructure,48387,2024-02-17 10:00:00,IT
1140,IBM,Cloud,53927,2024-02-17 11:00:00,IT
1141,Wipro,Software,561470,2024-02-17 12:00:00,HR
1142,Azure,Consulting,18032,2024-02-17 13:00:00,Marketing
1143,IBM,Consulting,92291,2024-02-17 14:00:00,IT
1144,AWS,Cloud,60486,2024-02-17 15:00:00,Marketing
1145,TCS,Software,66552,2024-02-17 16:00:00,Operations
1146,Google Cloud,Consulting,74844,2024-02-17 17:00:00,HR
1147,Azure,Cloud,30654,2024-02-17 18:00:00,Operations
1148,AWS,Cloud,40244,2024-02-17 19:00:00,IT
1149,Infosys,Consulting,6942,2024-02-17 20:00:00,Marketing
1150,Wipro,Consulting,51697,2024-02-17 21:00:00,Operations
1151,TCS,Infrastructure,3693,2024-02-17 22:00:00,IT
1152,Azure,Software,57751,2024-02-17 23:00:00,Finance
1153,Azure,Infrastructure,82098,2024-02-18 00:00:00,Operations
1154,Google Cloud,Cloud,7259,2024-02-18 01:00:00,Finance
1155,Google Cloud,Consulting,5942,2024-02-18 02:00:00,Finance
1156,Infosys,Infrastructure,48419,2024-02-18 03:00:00,IT
1157,Wipro,Cloud,57105,2024-02-18 04:00:00,HR
1158,Infosys,Software,66907,2024-02-18 05:00:00,Marketing
1159,AWS,Consulting,28383,2024-02-18 06:00:00,IT
1160,AWS,Infrastructure,24404,2024-02-18 07:00:00,Operations
1161,Infosys,Software,73656,2024-02-18 08:00:00,Marketing
1162,Wipro,Infrastructure,6702,2024-02-18 09:00:00,HR
1163,Infosys,Cloud,74883,2024-02-18 10:00:00,IT
1164,Wipro,Software,57332,2024-02-18 11:00:00,HR
1165,Wipro,Infrastructure,40419,2024-02-18 12:00:00,Operations
1166,IBM,Software,91576,2024-02-18 13:00:00,IT
1167,TCS,Cloud,89078,2024-02-18 14:00:00,Operations
1168,Wipro,Software,74844,2024-02-18 15:00:00,Marketing
1169,Google Cloud,Infrastructure,40242,2024-02-18 16:00:00,Marketing
1170,Wipro,Cloud,35142,2024-02-18 17:00:00,HR
1171,Wipro,Consulting,97226,2024-02-18 18:00:00,HR
1172,Wipro,Infrastructure,8393,2024-02-18 19:00:00,Marketing
1173,IBM,Infrastructure,70939,2024-02-18 20:00:00,Finance
1174,IBM,Cloud,70082,2024-02-18 21:00:00,Marketing
1175,AWS,Cloud,29893,2024-02-18 22:00:00,IT
1176,IBM,Consulting,10388,2024-02-18 23:00:00,Operations
1177,Google Cloud,Infrastructure,63969,2024-02-19 00:00:00,Marketing
1178,Google Cloud,Cloud,37660,2024-02-19 01:00:00,Marketing
1179,IBM,Consulting,90244,2024-02-19 02:00:00,Operations
1180,Infosys,Consulting,25726,2024-02-19 03:00:00,Operations
1181,TCS,Cloud,80544,2024-02-19 04:00:00,IT
1182,IBM,Infrastructure,63996,2024-02-19 05:00:00,Operations
1183,Wipro,Software,1111,2024-02-19 06:00:00,HR
1184,Azure,Software,18545,2024-02-19 07:00:00,Marketing
1185,TCS,Consulting,41168,2024-02-19 08:00:00,Operations
1186,TCS,Software,3379,2024-02-19 09:00:00,IT
1187,Google Cloud,Software,96773,2024-02-19 10:00:00,Operations
1188,TCS,Cloud,88346,2024-02-19 11:00:00,Marketing
1189,IBM,Consulting,42120,2024-02-19 12:00:00,Finance
1190,Wipro,Infrastructure,18809,2024-02-19 13:00:00,Operations
1191,Wipro,Consulting,53813,2024-02-19 14:00:00,HR
1192,AWS,Cloud,75005,2024-02-19 15:00:00,Marketing
1193,Wipro,Software,28967,2024-02-19 16:00:00,IT
1194,Wipro,Infrastructure,10748,2024-02-19 17:00:00,Marketing
1195,Google Cloud,Consulting,24424,2024-02-19 18:00:00,Finance
1196,Wipro,Software,87512,2024-02-19 19:00:00,IT
1197,AWS,Consulting,24914,2024-02-19 20:00:00,Finance
1198,Azure,Infrastructure,96603,2024-02-19 21:00:00,Finance
1199,IBM,Consulting,79478,2024-02-19 22:00:00,HR
1200,Google Cloud,Consulting,20491,2024-02-19 23:00:00,Operations
1201,Azure,Consulting,50454,2024-02-20 00:00:00,HR
1202,Google Cloud,Software,71069,2024-02-20 01:00:00,HR
1203,Infosys,Infrastructure,52925,2024-02-20 02:00:00,HR
1204,TCS,Infrastructure,90119,2024-02-20 03:00:00,IT
1205,Infosys,Software,38049,2024-02-20 04:00:00,Operations
1206,Wipro,Software,28821,2024-02-20 05:00:00,Operations
1207,Azure,Software,96797,2024-02-20 06:00:00,IT
1208,Wipro,Cloud,30945,2024-02-20 07:00:00,HR
1209,TCS,Consulting,18384,2024-02-20 08:00:00,HR
1210,Google Cloud,Consulting,29410,2024-02-20 09:00:00,Finance
1211,TCS,Infrastructure,78734,2024-02-20 10:00:00,Finance
1212,AWS,Consulting,64766,2024-02-20 11:00:00,Marketing
1213,TCS,Cloud,95890,2024-02-20 12:00:00,Finance
1214,AWS,Software,8169,2024-02-20 13:00:00,Operations
1215,TCS,Infrastructure,41129,2024-02-20 14:00:00,IT
1216,IBM,Infrastructure,98445,2024-02-20 15:00:00,HR
1217,AWS,Consulting,4830,2024-02-20 16:00:00,Marketing
1218,Azure,Infrastructure,57306,2024-02-20 17:00:00,Finance
1219,Wipro,Software,87940,2024-02-20 18:00:00,Marketing
1220,Wipro,Infrastructure,66267,2024-02-20 19:00:00,IT
1221,Infosys,Software,28757,2024-02-20 20:00:00,IT
1222,Wipro,Cloud,64867,2024-02-20 21:00:00,Marketing
1223,Google Cloud,Cloud,36650,2024-02-20 22:00:00,Marketing
1224,IBM,Software,34766,2024-02-20 23:00:00,Marketing
1225,TCS,Consulting,82478,2024-02-21 00:00:00,HR
1226,Infosys,Infrastructure,33419,2024-02-21 01:00:00,Operations
1227,Google Cloud,Consulting,17668,2024-02-21 02:00:00,Finance
1228,Google Cloud,Infrastructure,17246,2024-02-21 03:00:00,Finance
1229,AWS,Cloud,25996,2024-02-21 04:00:00,Finance
1230,Wipro,Cloud,52312,2024-02-21 05:00:00,Marketing
1231,Azure,Cloud,4065,2024-02-21 06:00:00,Marketing
1232,Azure,Infrastructure,11467,2024-02-21 07:00:00,Marketing
1233,Infosys,Cloud,51646,2024-02-21 08:00:00,HR
1234,IBM,Cloud,22007,2024-02-21 09:00:00,HR
1235,Azure,Cloud,69079,2024-02-21 10:00:00,HR
1236,TCS,Cloud,29702,2024-02-21 11:00:00,HR
1237,Azure,Consulting,247501,2024-02-21 12:00:00,IT
1238,Infosys,Cloud,76569,2024-02-21 13:00:00,HR
1239,Azure,Cloud,54952,2024-02-21 14:00:00,HR
1240,TCS,Consulting,59065,2024-02-21 15:00:00,HR
1241,AWS,Consulting,35169,2024-02-21 16:00:00,Finance
1242,IBM,Infrastructure,17829,2024-02-21 17:00:00,Finance
1243,Infosys,Software,61135,2024-02-21 18:00:00,Finance
1244,AWS,Cloud,5522,2024-02-21 19:00:00,Operations
1245,AWS,Cloud,86687,2024-02-21 20:00:00,IT
1246,AWS,Cloud,36319,2024-02-21 21:00:00,Marketing
1247,Google Cloud,Infrastructure,27543,2024-02-21 22:00:00,HR
1248,IBM,Cloud,31473,2024-02-21 23:00:00,Finance
1249,Wipro,Software,8699,2024-02-22 00:00:00,IT
1250,IBM,Consulting,69165,2024-02-22 01:00:00,HR
1251,Google Cloud,Infrastructure,41455,2024-02-22 02:00:00,Operations
1252,Wipro,Consulting,76692,2024-02-22 03:00:00,Marketing
1253,IBM,Cloud,18441,2024-02-22 04:00:00,HR
1254,AWS,Cloud,31716,2024-02-22 05:00:00,Marketing
1255,Infosys,Cloud,63175,2024-02-22 06:00:00,HR
1256,Wipro,Software,7834,2024-02-22 07:00:00,Operations
1257,TCS,Software,19179,2024-02-22 08:00:00,IT
1258,TCS,Infrastructure,27219,2024-02-22 09:00:00,Marketing
1259,Azure,Consulting,16782,2024-02-22 10:00:00,Marketing
1260,Wipro,Cloud,82363,2024-02-22 11:00:00,IT
1261,Infosys,Cloud,421958,2024-02-22 12:00:00,Marketing
1262,Google Cloud,Cloud,10496,2024-02-22 13:00:00,Finance
1263,AWS,Cloud,89867,2024-02-22 14:00:00,IT
1264,Azure,Software,40238,2024-02-22 15:00:00,Operations
1265,TCS,Consulting,47025,2024-02-22 16:00:00,HR
1266,Google Cloud,Consulting,60886,2024-02-22 17:00:00,HR
1267,Google Cloud,Infrastructure,24563,2024-02-22 18:00:00,IT
1268,AWS,Software,4712,2024-02-22 19:00:00,Finance
1269,Wipro,Cloud,95067,2024-02-22 20:00:00,Operations
1270,TCS,Consulting,46489,2024-02-22 21:00:00,HR
1271,Infosys,Consulting,33664,2024-02-22 22:00:00,HR
1272,Google Cloud,Software,13420,2024-02-22 23:00:00,Finance
1273,AWS,Infrastructure,55610,2024-02-23 00:00:00,Marketing
1274,Infosys,Infrastructure,6315,2024-02-23 01:00:00,IT
1275,Wipro,Cloud,71917,2024-02-23 02:00:00,Finance
1276,TCS,Infrastructure,76033,2024-02-23 03:00:00,Finance
1277,Wipro,Consulting,95576,2024-02-23 04:00:00,Finance
1278,Google Cloud,Infrastructure,98911,2024-02-23 05:00:00,Finance
1279,Infosys,Cloud,80030,2024-02-23 06:00:00,Marketing
1280,Infosys,Consulting,64910,2024-02-23 07:00:00,Operations
1281,Infosys,Infrastructure,98288,2024-02-23 08:00:00,Finance
1282,Google Cloud,Infrastructure,61972,2024-02-23 09:00:00,Finance
1283,Google Cloud,Software,91893,2024-02-23 10:00:00,IT
1284,Wipro,Cloud,56919,2024-02-23 11:00:00,HR
1285,Azure,Infrastructure,83486,2024-02-23 12:00:00,Marketing
1286,Wipro,Software,82288,2024-02-23 13:00:00,Finance
1287,TCS,Consulting,5132,2024-02-23 14:00:00,Operations
1288,AWS,Software,42598,2024-02-23 15:00:00,Operations
1289,Infosys,Software,94812,2024-02-23 16:00:00,Operations
1290,Azure,Infrastructure,21551,2024-02-23 17:00:00,IT
1291,AWS,Infrastructure,93511,2024-02-23 18:00:00,Operations
1292,Azure,Infrastructure,69206,2024-02-23 19:00:00,IT
1293,IBM,Software,75900,2024-02-23 20:00:00,Marketing
1294,Wipro,Consulting,27296,2024-02-23 21:00:00,Operations
1295,Google Cloud,Cloud,91216,2024-02-23 22:00:00,HR
1296,Infosys,Software,19066,2024-02-23 23:00:00,Finance
1297,Wipro,Infrastructure,29892,2024-02-24 00:00:00,Marketing
1298,AWS,Cloud,76577,2024-02-24 01:00:00,HR
1299,IBM,Consulting,591685,2024-02-24 02:00:00,Marketing
1300,IBM,Cloud,78173,2024-02-24 03:00:00,Operations
1301,IBM,Infrastructure,77293,2024-02-24 04:00:00,Marketing
1302,AWS,Software,65771,2024-02-24 05:00:00,Marketing
1303,AWS,Software,705710,2024-02-24 06:00:00,Marketing
1304,AWS,Infrastructure,78865,2024-02-24 07:00:00,IT
1305,AWS,Software,28115,2024-02-24 08:00:00,HR
1306,IBM,Infrastructure,27038,2024-02-24 09:00:00,Operations
1307,IBM,Software,37622,2024-02-24 10:00:00,Finance
1308,Azure,Software,36886,2024-02-24 11:00:00,Operations
1309,Wipro,Software,52284,2024-02-24 12:00:00,Operations
1310,Infosys,Consulting,10901,2024-02-24 13:00:00,IT
1311,Google Cloud,Consulting,57377,2024-02-24 14:00:00,IT
1312,IBM,Infrastructure,83910,2024-02-24 15:00:00,Marketing
1313,Google Cloud,Consulting,50862,2024-02-24 16:00:00,Operations
1314,Wipro,Infrastructure,33806,2024-02-24 17:00:00,HR
1315,Wipro,Cloud,18659,2024-02-24 18:00:00,IT
1316,Google Cloud,Cloud,24453,2024-02-24 19:00:00,IT
1317,IBM,Consulting,31498,2024-02-24 20:00:00,HR
1318,Google Cloud,Cloud,71393,2024-02-24 21:00:00,IT
1319,Azure,Cloud,17312,2024-02-24 22:00:00,HR
1320,TCS,Software,2436,2024-02-24 23:00:00,Finance
1321,IBM,Software,28569,2024-02-25 00:00:00,HR
1322,IBM,Infrastructure,59813,2024-02-25 01:00:00,Finance
1323,Infosys,Cloud,91485,2024-02-25 02:00:00,Marketing
1324,AWS,Infrastructure,74229,2024-02-25 03:00:00,Marketing
1325,TCS,Infrastructure,46986,2024-02-25 04:00:00,IT
1326,Wipro,Cloud,54177,2024-02-25 05:00:00,HR
1327,IBM,Consulting,10305,2024-02-25 06:00:00,IT
1328,Google Cloud,Cloud,33646,2024-02-25 07:00:00,HR
1329,TCS,Software,93838,2024-02-25 08:00:00,IT
1330,Infosys,Cloud,77126,2024-02-25 09:00:00,Marketing
1331,Wipro,Consulting,41430,2024-02-25 10:00:00,Marketing
1332,AWS,Infrastructure,69659,2024-02-25 11:00:00,IT
1333,AWS,Infrastructure,5158,2024-02-25 12:00:00,HR
1334,Infosys,Software,75236,2024-02-25 13:00:00,Operations
1335,Infosys,Software,77067,2024-02-25 14:00:00,HR
1336,Google Cloud,Software,28738,2024-02-25 15:00:00,IT
1337,IBM,Infrastructure,10879,2024-02-25 16:00:00,HR
1338,AWS,Software,6543,2024-02-25 17:00:00,Finance
1339,Wipro,Cloud,48924,2024-02-25 18:00:00,HR
1340,TCS,Infrastructure,43348,2024-02-25 19:00:00,Marketing
1341,Wipro,Consulting,85117,2024-02-25 20:00:00,Marketing
1342,Azure,Infrastructure,37679,2024-02-25 21:00:00,Finance
1343,Azure,Cloud,80118,2024-02-25 22:00:00,HR
1344,Infosys,Cloud,44888,2024-02-25 23:00:00,Operations
1345,Google Cloud,Software,31276,2024-02-26 00:00:00,HR
1346,Azure,Infrastructure,5799,2024-02-26 01:00:00,Marketing
1347,AWS,Infrastructure,91627,2024-02-26 02:00:00,Marketing
1348,Wipro,Infrastructure,94770,2024-02-26 03:00:00,IT
1349,Wipro,Consulting,91141,2024-02-26 04:00:00,Marketing
1350,Infosys,Software,61558,2024-02-26 05:00:00,IT
1351,IBM,Cloud,37534,2024-02-26 06:00:00,Marketing
1352,IBM,Cloud,32668,2024-02-26 07:00:00,Marketing
1353,TCS,Software,5111,2024-02-26 08:00:00,Operations
1354,Infosys,Cloud,25686,2024-02-26 09:00:00,IT
1355,TCS,Cloud,73551,2024-02-26 10:00:00,IT
1356,IBM,Software,73392,2024-02-26 11:00:00,Marketing
1357,Infosys,Cloud,17490,2024-02-26 12:00:00,IT
1358,Infosys,Infrastructure,36194,2024-02-26 13:00:00,Marketing
1359,Infosys,Consulting,15497,2024-02-26 14:00:00,Marketing
1360,IBM,Software,54516,2024-02-26 15:00:00,HR
1361,TCS,Consulting,89730,2024-02-26 16:00:00,IT
1362,TCS,Cloud,45104,2024-02-26 17:00:00,Finance
1363,Infosys,Cloud,6316,2024-02-26 18:00:00,IT
1364,Azure,Infrastructure,39130,2024-02-26 19:00:00,IT
1365,Google Cloud,Software,71229,2024-02-26 20:00:00,Operations
1366,IBM,Cloud,30954,2024-02-26 21:00:00,Finance
1367,Google Cloud,Software,22652,2024-02-26 22:00:00,Finance
1368,Google Cloud,Software,15178,2024-02-26 23:00:00,Operations
1369,TCS,Software,52163,2024-02-27 00:00:00,Operations
1370,TCS,Software,15751,2024-02-27 01:00:00,IT
1371,Azure,Software,66961,2024-02-27 02:00:00,HR
1372,Google Cloud,Consulting,4044,2024-02-27 03:00:00,Operations
1373,Google Cloud,Infrastructure,64165,2024-02-27 04:00:00,Finance
1374,Infosys,Software,12480,2024-02-27 05:00:00,Finance
1375,TCS,Consulting,66439,2024-02-27 06:00:00,IT
1376,Google Cloud,Cloud,44874,2024-02-27 07:00:00,HR
1377,Wipro,Software,67775,2024-02-27 08:00:00,Marketing
1378,Azure,Cloud,7566,2024-02-27 09:00:00,Operations
1379,Wipro,Software,86311,2024-02-27 10:00:00,Operations
1380,Wipro,Consulting,54149,2024-02-27 11:00:00,IT
1381,IBM,Consulting,4006,2024-02-27 12:00:00,HR
1382,IBM,Consulting,73561,2024-02-27 13:00:00,Finance
1383,Azure,Infrastructure,20423,2024-02-27 14:00:00,Finance
1384,Wipro,Cloud,720108,2024-02-27 15:00:00,Marketing
1385,Google Cloud,Infrastructure,93199,2024-02-27 16:00:00,Finance
1386,TCS,Software,34952,2024-02-27 17:00:00,Operations
1387,Azure,Cloud,423852,2024-02-27 18:00:00,Marketing
1388,Infosys,Consulting,32139,2024-02-27 19:00:00,HR
1389,Wipro,Cloud,63103,2024-02-27 20:00:00,Marketing
1390,Azure,Consulting,61857,2024-02-27 21:00:00,HR
1391,AWS,Infrastructure,74638,2024-02-27 22:00:00,Finance
1392,AWS,Infrastructure,73652,2024-02-27 23:00:00,IT
1393,IBM,Consulting,13937,2024-02-28 00:00:00,Marketing
1394,TCS,Consulting,31161,2024-02-28 01:00:00,Marketing
1395,Google Cloud,Software,5383,2024-02-28 02:00:00,Operations
1396,TCS,Infrastructure,86856,2024-02-28 03:00:00,Operations
1397,TCS,Infrastructure,71043,2024-02-28 04:00:00,HR
1398,TCS,Software,15735,2024-02-28 05:00:00,IT
1399,TCS,Infrastructure,60919,2024-02-28 06:00:00,Operations
1400,Infosys,Consulting,96249,2024-02-28 07:00:00,Operations
1401,Infosys,Cloud,83055,2024-02-28 08:00:00,Finance
1402,IBM,Cloud,68561,2024-02-28 09:00:00,Finance
1403,Azure,Infrastructure,86455,2024-02-28 10:00:00,Operations
1404,AWS,Software,38622,2024-02-28 11:00:00,HR
1405,TCS,Consulting,39135,2024-02-28 12:00:00,IT
1406,IBM,Cloud,36658,2024-02-28 13:00:00,Operations
1407,Azure,Consulting,85677,2024-02-28 14:00:00,HR
1408,AWS,Infrastructure,30696,2024-02-28 15:00:00,HR
1409,Wipro,Infrastructure,4773,2024-02-28 16:00:00,Operations
1410,Google Cloud,Cloud,25956,2024-02-28 17:00:00,HR
1411,Infosys,Infrastructure,16819,2024-02-28 18:00:00,Marketing
1412,Wipro,Software,2528,2024-02-28 19:00:00,HR
1413,AWS,Infrastructure,87491,2024-02-28 20:00:00,Operations
1414,Wipro,Infrastructure,45588,2024-02-28 21:00:00,HR
1415,Google Cloud,Infrastructure,71585,2024-02-28 22:00:00,Operations
1416,IBM,Consulting,21511,2024-02-28 23:00:00,Finance
1417,AWS,Consulting,11119,2024-02-29 00:00:00,Operations
1418,Wipro,Cloud,76893,2024-02-29 01:00:00,HR
1419,Infosys,Cloud,17167,2024-02-29 02:00:00,Operations
1420,Infosys,Cloud,57503,2024-02-29 03:00:00,IT
1421,Azure,Infrastructure,88789,2024-02-29 04:00:00,Operations
1422,Wipro,Consulting,35889,2024-02-29 05:00:00,Operations
1423,TCS,Software,46678,2024-02-29 06:00:00,IT
1424,Wipro,Infrastructure,96334,2024-02-29 07:00:00,IT
1425,IBM,Infrastructure,61262,2024-02-29 08:00:00,IT
1426,AWS,Infrastructure,5681,2024-02-29 09:00:00,Marketing
1427,AWS,Software,81291,2024-02-29 10:00:00,Operations
1428,IBM,Cloud,67008,2024-02-29 11:00:00,IT
1429,Wipro,Software,99417,2024-02-29 12:00:00,IT
1430,IBM,Cloud,14690,2024-02-29 13:00:00,Finance
1431,Google Cloud,Software,26912,2024-02-29 14:00:00,Marketing
1432,IBM,Consulting,7473,2024-02-29 15:00:00,Operations
1433,Infosys,Infrastructure,42298,2024-02-29 16:00:00,HR
1434,IBM,Infrastructure,19669,2024-02-29 17:00:00,Marketing
1435,AWS,Infrastructure,82998,2024-02-29 18:00:00,Marketing
1436,Infosys,Cloud,21943,2024-02-29 19:00:00,Finance
1437,AWS,Software,39785,2024-02-29 20:00:00,Operations
1438,Azure,Consulting,64427,2024-02-29 21:00:00,Operations
1439,TCS,Software,63001,2024-02-29 22:00:00,IT
1440,AWS,Infrastructure,62724,2024-02-29 23:00:00,IT
1441,Infosys,Consulting,11832,2024-03-01 00:00:00,Marketing
1442,Azure,Consulting,6385,2024-03-01 01:00:00,Finance
1443,AWS,Infrastructure,96898,2024-03-01 02:00:00,Operations
1444,Google Cloud,Software,15708,2024-03-01 03:00:00,Finance
1445,IBM,Infrastructure,59600,2024-03-01 04:00:00,HR
1446,TCS,Software,24438,2024-03-01 05:00:00,Operations
1447,AWS,Consulting,83747,2024-03-01 06:00:00,IT
1448,Azure,Consulting,81107,2024-03-01 07:00:00,Marketing
1449,Google Cloud,Infrastructure,61062,2024-03-01 08:00:00,Finance
1450,Wipro,Consulting,66428,2024-03-01 09:00:00,IT
1451,Azure,Cloud,87843,2024-03-01 10:00:00,Marketing
1452,IBM,Consulting,12002,2024-03-01 11:00:00,IT
1453,Azure,Cloud,37153,2024-03-01 12:00:00,Operations
1454,Google Cloud,Consulting,23440,2024-03-01 13:00:00,Finance
1455,Azure,Infrastructure,68501,2024-03-01 14:00:00,HR
1456,Google Cloud,Infrastructure,33556,2024-03-01 15:00:00,IT
1457,AWS,Cloud,68963,2024-03-01 16:00:00,Finance
1458,Google Cloud,Infrastructure,91725,2024-03-01 17:00:00,Operations
1459,Google Cloud,Consulting,91674,2024-03-01 18:00:00,IT
1460,TCS,Consulting,7563,2024-03-01 19:00:00,Operations
1461,Google Cloud,Infrastructure,80923,2024-03-01 20:00:00,HR
1462,Google Cloud,Consulting,6840,2024-03-01 21:00:00,HR
1463,Wipro,Software,339911,2024-03-01 22:00:00,Marketing
1464,AWS,Software,25194,2024-03-01 23:00:00,Marketing
1465,IBM,Consulting,66020,2024-03-02 00:00:00,Marketing
1466,TCS,Infrastructure,47861,2024-03-02 01:00:00,Operations
1467,Wipro,Cloud,23448,2024-03-02 02:00:00,Marketing
1468,Infosys,Infrastructure,97460,2024-03-02 03:00:00,Finance
1469,AWS,Cloud,24528,2024-03-02 04:00:00,Operations
1470,AWS,Infrastructure,30402,2024-03-02 05:00:00,Operations
1471,Infosys,Consulting,5352,2024-03-02 06:00:00,Marketing
1472,IBM,Software,1184,2024-03-02 07:00:00,Marketing
1473,Google Cloud,Infrastructure,11384,2024-03-02 08:00:00,Operations
1474,Wipro,Cloud,15319,2024-03-02 09:00:00,HR
1475,Azure,Software,21449,2024-03-02 10:00:00,HR
1476,TCS,Cloud,57333,2024-03-02 11:00:00,Marketing
1477,Azure,Consulting,42205,2024-03-02 12:00:00,HR
1478,Infosys,Software,11426,2024-03-02 13:00:00,Finance
1479,AWS,Cloud,8504,2024-03-02 14:00:00,Finance
1480,IBM,Infrastructure,57578,2024-03-02 15:00:00,Finance
1481,AWS,Consulting,59209,2024-03-02 16:00:00,Operations
1482,TCS,Consulting,34368,2024-03-02 17:00:00,Operations
