Transaction_ID,Date,Vendor,Department,Amount,Issue_Type,ML_Risk_Score,Recommended_Action,Estimated_Savings,Auto_Action,Execution_Status
1042,2024-02-13 09:00:00,Google Cloud,IT,335319,High ML Risk (Pattern),0.8683727661227663,Investigate Vendor,67063.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2616,2024-04-18 23:00:00,IBM,Finance,328716,High ML Risk (Pattern),0.9553968253968255,Investigate Vendor,65743.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8292,2024-12-11 11:00:00,Google Cloud,HR,327744,High ML Risk (Pattern),0.9006861471861474,Investigate Vendor,65548.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5134,2024-08-01 21:00:00,Infosys,Finance,326566,High ML Risk (Pattern),0.9115833333333334,Investigate Vendor,65313.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
245,2024-01-11 04:00:00,Wipro,IT,325185,High ML Risk (Pattern),0.9495098039215687,Investigate Vendor,65037.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3046,2024-05-06 21:00:00,IBM,IT,324604,High ML Risk (Pattern),0.9491831501831501,Investigate Vendor,64920.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6427,2024-09-24 18:00:00,AWS,Marketing,324063,High ML Risk (Pattern),0.8887908496732025,Investigate Vendor,64812.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8804,2025-01-01 19:00:00,Azure,Finance,321774,High ML Risk (Pattern),0.9495714285714284,Investigate Vendor,64354.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1587,2024-03-07 02:00:00,AWS,Finance,321501,High ML Risk (Pattern),0.8882662337662337,Investigate Vendor,64300.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6993,2024-10-18 08:00:00,Infosys,IT,317974,High ML Risk (Pattern),0.9310396825396826,Investigate Vendor,63594.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
646,2024-01-27 21:00:00,Azure,Operations,317290,High ML Risk (Pattern),0.9405833333333333,Investigate Vendor,63458.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2728,2024-04-23 15:00:00,Infosys,Finance,314619,High ML Risk (Pattern),0.9427867132867133,Investigate Vendor,62923.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7648,2024-11-14 15:00:00,Infosys,Marketing,313857,High ML Risk (Pattern),0.9094520202020202,Investigate Vendor,62771.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6472,2024-09-26 15:00:00,Google Cloud,Marketing,304894,High ML Risk (Pattern),0.9198937590187591,Investigate Vendor,60978.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7472,2024-11-07 07:00:00,Wipro,Operations,296541,High ML Risk (Pattern),0.925806277056277,Investigate Vendor,59308.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7619,2024-11-13 10:00:00,Azure,IT,294568,High ML Risk (Pattern),0.9452504469214995,Investigate Vendor,58913.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1992,2024-03-23 23:00:00,Wipro,Operations,286527,High ML Risk (Pattern),0.9309343434343436,Investigate Vendor,57305.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4723,2024-07-15 18:00:00,Wipro,Operations,282675,High ML Risk (Pattern),0.9354093406593407,Investigate Vendor,56535.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3024,2024-05-05 23:00:00,Wipro,Finance,278281,High ML Risk (Pattern),0.8829755799755797,Investigate Vendor,55656.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1762,2024-03-14 09:00:00,Wipro,Marketing,272195,High ML Risk (Pattern),0.9356943056943057,Investigate Vendor,54439.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8644,2024-12-26 03:00:00,Azure,IT,270377,High ML Risk (Pattern),0.9065376984126984,Investigate Vendor,54075.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4688,2024-07-14 07:00:00,AWS,Marketing,266883,High ML Risk (Pattern),0.8678547008547008,Investigate Vendor,53376.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7188,2024-10-26 11:00:00,IBM,IT,263470,High ML Risk (Pattern),0.93425,Investigate Vendor,52694.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
388,2024-01-17 03:00:00,Wipro,IT,261939,High ML Risk (Pattern),0.9427240896358542,Investigate Vendor,52387.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1052,2024-02-13 19:00:00,Wipro,Finance,259965,High ML Risk (Pattern),0.9457132981397686,Investigate Vendor,51993.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5588,2024-08-20 19:00:00,TCS,Operations,255189,High ML Risk (Pattern),0.9550833333333333,Investigate Vendor,51037.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8699,2024-12-28 10:00:00,Azure,IT,253595,High ML Risk (Pattern),0.9533787878787879,Investigate Vendor,50719.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1620,2024-03-08 11:00:00,Azure,Marketing,252219,High ML Risk (Pattern),0.9725170940170941,Investigate Vendor,50443.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1237,2024-02-21 12:00:00,Azure,IT,247501,High ML Risk (Pattern),0.9640833333333334,Investigate Vendor,49500.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6717,2024-10-06 20:00:00,Infosys,Marketing,235031,High ML Risk (Pattern),0.9097853535353536,Investigate Vendor,47006.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6310,2024-09-19 21:00:00,Infosys,Finance,231313,High ML Risk (Pattern),0.914032581453634,Investigate Vendor,46262.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4255,2024-06-26 06:00:00,Azure,HR,229152,High ML Risk (Pattern),0.8904786324786325,Investigate Vendor,45830.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9503,2025-01-30 22:00:00,IBM,Marketing,227281,High ML Risk (Pattern),0.8994034854034852,Investigate Vendor,45456.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6271,2024-09-18 06:00:00,Google Cloud,HR,227224,High ML Risk (Pattern),0.9205227272727273,Investigate Vendor,45444.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5255,2024-08-06 22:00:00,Infosys,IT,227091,High ML Risk (Pattern),0.8526262626262624,Investigate Vendor,45418.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3688,2024-06-02 15:00:00,IBM,IT,217621,High ML Risk (Pattern),0.9201313131313131,Investigate Vendor,43524.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6278,2024-09-18 13:00:00,TCS,Operations,214538,High ML Risk (Pattern),0.9395202020202019,Investigate Vendor,42907.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3471,2024-05-24 14:00:00,AWS,HR,208058,High ML Risk (Pattern),0.97625,Investigate Vendor,41611.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8057,2024-12-01 16:00:00,Azure,Marketing,207166,High ML Risk (Pattern),0.9090732478306006,Investigate Vendor,41433.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
615,2024-01-26 14:00:00,Azure,HR,205618,High ML Risk (Pattern),0.9461471861471863,Investigate Vendor,41123.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1903,2024-03-20 06:00:00,TCS,Finance,205327,High ML Risk (Pattern),0.9221001400560224,Investigate Vendor,41065.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5366,2024-08-11 13:00:00,Google Cloud,HR,203485,High ML Risk (Pattern),0.922939393939394,Investigate Vendor,40697.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9578,2025-02-03 01:00:00,TCS,IT,203474,High ML Risk (Pattern),0.9177361111111112,Investigate Vendor,40694.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3736,2024-06-04 15:00:00,Wipro,Marketing,200503,High ML Risk (Pattern),0.9297591297591298,Investigate Vendor,40100.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8635,2024-12-25 18:00:00,IBM,HR,99997,High ML Risk (Pattern),0.932056277056277,Investigate Vendor,19999.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8308,2024-12-12 03:00:00,AWS,Marketing,99995,High ML Risk (Pattern),0.8727882205513784,Investigate Vendor,19999.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7183,2024-10-26 06:00:00,TCS,Operations,99994,High ML Risk (Pattern),0.9323928571428572,Investigate Vendor,19998.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
736,2024-01-31 15:00:00,IBM,Finance,99993,High ML Risk (Pattern),0.9411757190178243,Investigate Vendor,19998.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5245,2024-08-06 12:00:00,Google Cloud,Operations,99991,High ML Risk (Pattern),0.9337647907647907,Investigate Vendor,19998.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9144,2025-01-15 23:00:00,TCS,Marketing,99987,High ML Risk (Pattern),0.9072344877344878,Investigate Vendor,19997.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
144,2024-01-06 23:00:00,Azure,Operations,99983,High ML Risk (Pattern),0.965095238095238,Investigate Vendor,19996.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
443,2024-01-19 10:00:00,Azure,Operations,99980,High ML Risk (Pattern),0.9873333333333334,Investigate Vendor,19996.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2652,2024-04-20 11:00:00,IBM,HR,99979,High ML Risk (Pattern),0.9441468253968255,Investigate Vendor,19995.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7860,2024-11-23 11:00:00,IBM,IT,99972,High ML Risk (Pattern),0.9267896825396826,Investigate Vendor,19994.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8265,2024-12-10 08:00:00,Azure,IT,99962,High ML Risk (Pattern),0.8604349707310233,Investigate Vendor,19992.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
308,2024-01-13 19:00:00,TCS,HR,99923,High ML Risk (Pattern),0.9667857142857144,Investigate Vendor,19984.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3874,2024-06-10 09:00:00,Wipro,IT,99917,High ML Risk (Pattern),0.9210784313725491,Investigate Vendor,19983.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8428,2024-12-17 03:00:00,Google Cloud,Marketing,99910,High ML Risk (Pattern),0.8596208236208236,Investigate Vendor,19982.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6897,2024-10-14 08:00:00,Wipro,IT,99908,High ML Risk (Pattern),0.9157029734970911,Investigate Vendor,19981.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9002,2025-01-10 01:00:00,Infosys,Finance,99906,High ML Risk (Pattern),0.9202380952380953,Investigate Vendor,19981.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8860,2025-01-04 03:00:00,Azure,Operations,99902,High ML Risk (Pattern),0.9259318181818181,Investigate Vendor,19980.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9861,2025-02-14 20:00:00,IBM,Operations,99901,High ML Risk (Pattern),0.907570152070152,Investigate Vendor,19980.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9792,2025-02-11 23:00:00,TCS,HR,99893,High ML Risk (Pattern),0.8958776844070961,Investigate Vendor,19978.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4942,2024-07-24 21:00:00,IBM,Marketing,99884,High ML Risk (Pattern),0.9328439615939617,Investigate Vendor,19976.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3006,2024-05-05 05:00:00,TCS,IT,99873,High ML Risk (Pattern),0.9095102813852813,Investigate Vendor,19974.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5915,2024-09-03 10:00:00,Google Cloud,Finance,99863,High ML Risk (Pattern),0.9038599594849593,Investigate Vendor,19972.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8137,2024-12-05 00:00:00,Google Cloud,HR,99856,High ML Risk (Pattern),0.8978452380952382,Investigate Vendor,19971.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3632,2024-05-31 07:00:00,AWS,HR,99847,High ML Risk (Pattern),0.9348816738816739,Investigate Vendor,19969.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6857,2024-10-12 16:00:00,Wipro,HR,99844,High ML Risk (Pattern),0.886875350140056,Investigate Vendor,19968.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2686,2024-04-21 21:00:00,TCS,Finance,99837,High ML Risk (Pattern),0.9112860750360748,Investigate Vendor,19967.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7620,2024-11-13 11:00:00,TCS,Operations,99835,High ML Risk (Pattern),0.9336507936507935,Investigate Vendor,19967.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
386,2024-01-17 01:00:00,Wipro,IT,99833,High ML Risk (Pattern),0.9298104101780572,Investigate Vendor,19966.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9991,2025-02-20 06:00:00,Azure,Operations,99833,High ML Risk (Pattern),0.922909090909091,Investigate Vendor,19966.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
952,2024-02-09 15:00:00,Azure,Finance,99831,High ML Risk (Pattern),0.9595641025641025,Investigate Vendor,19966.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3308,2024-05-17 19:00:00,Wipro,Operations,99818,High ML Risk (Pattern),0.9458441558441558,Investigate Vendor,19963.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3729,2024-06-04 08:00:00,Infosys,IT,99812,High ML Risk (Pattern),0.8945321802380627,Investigate Vendor,19962.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8986,2025-01-09 09:00:00,Infosys,IT,99770,High ML Risk (Pattern),0.8923273809523807,Investigate Vendor,19954.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4719,2024-07-15 14:00:00,Infosys,Marketing,99753,High ML Risk (Pattern),0.9367564102564103,Investigate Vendor,19950.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
88,2024-01-04 15:00:00,Wipro,Marketing,99752,High ML Risk (Pattern),0.8853672969187675,Investigate Vendor,19950.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1782,2024-03-15 05:00:00,Azure,Finance,99746,High ML Risk (Pattern),0.9025561660561661,Investigate Vendor,19949.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5261,2024-08-07 04:00:00,Google Cloud,Finance,99743,High ML Risk (Pattern),0.9076525974025974,Investigate Vendor,19948.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8206,2024-12-07 21:00:00,IBM,IT,99738,High ML Risk (Pattern),0.9365030525030525,Investigate Vendor,19947.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6902,2024-10-14 13:00:00,Wipro,Marketing,99737,High ML Risk (Pattern),0.9206111111111112,Investigate Vendor,19947.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2713,2024-04-23 00:00:00,IBM,IT,99730,High ML Risk (Pattern),0.9001935286935289,Investigate Vendor,19946.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4601,2024-07-10 16:00:00,Google Cloud,Operations,99724,High ML Risk (Pattern),0.9010357142857143,Investigate Vendor,19944.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2419,2024-04-10 18:00:00,IBM,Marketing,99717,High ML Risk (Pattern),0.9341901154401154,Investigate Vendor,19943.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4640,2024-07-12 07:00:00,TCS,IT,99717,High ML Risk (Pattern),0.9173917748917749,Investigate Vendor,19943.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
777,2024-02-02 08:00:00,IBM,Operations,99706,High ML Risk (Pattern),0.9324242424242424,Investigate Vendor,19941.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1067,2024-02-14 10:00:00,AWS,IT,99704,High ML Risk (Pattern),0.8732617937617939,Investigate Vendor,19940.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9340,2025-01-24 03:00:00,AWS,Finance,99697,High ML Risk (Pattern),0.9067112887112887,Investigate Vendor,19939.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4970,2024-07-26 01:00:00,Google Cloud,Marketing,99694,High ML Risk (Pattern),0.9618614718614719,Investigate Vendor,19938.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1839,2024-03-17 14:00:00,Wipro,Marketing,99679,High ML Risk (Pattern),0.909711788211788,Investigate Vendor,19935.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
537,2024-01-23 08:00:00,Infosys,Finance,99651,High ML Risk (Pattern),0.901905160199278,Investigate Vendor,19930.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9208,2025-01-18 15:00:00,TCS,HR,99642,High ML Risk (Pattern),0.9241746031746032,Investigate Vendor,19928.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
498,2024-01-21 17:00:00,TCS,Operations,99636,High ML Risk (Pattern),0.9007503607503609,Investigate Vendor,19927.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7059,2024-10-21 02:00:00,Azure,Finance,99629,High ML Risk (Pattern),0.8853340577551104,Investigate Vendor,19925.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1102,2024-02-15 21:00:00,IBM,Finance,99622,High ML Risk (Pattern),0.9565,Investigate Vendor,19924.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6021,2024-09-07 20:00:00,Infosys,Finance,99598,High ML Risk (Pattern),0.9299285714285714,Investigate Vendor,19919.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4379,2024-07-01 10:00:00,Wipro,HR,99597,High ML Risk (Pattern),0.9471146647470178,Investigate Vendor,19919.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6398,2024-09-23 13:00:00,IBM,IT,99580,High ML Risk (Pattern),0.9495279720279719,Investigate Vendor,19916.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1760,2024-03-14 07:00:00,IBM,HR,99560,High ML Risk (Pattern),0.9553636363636364,Investigate Vendor,19912.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9585,2025-02-03 08:00:00,Wipro,Operations,99557,High ML Risk (Pattern),0.9339790764790764,Investigate Vendor,19911.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3871,2024-06-10 06:00:00,TCS,Finance,99529,High ML Risk (Pattern),0.9296103896103897,Investigate Vendor,19905.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3309,2024-05-17 20:00:00,IBM,HR,99510,High ML Risk (Pattern),0.9821904761904762,Investigate Vendor,19902.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8626,2024-12-25 09:00:00,Google Cloud,Finance,99505,High ML Risk (Pattern),0.8764522699522699,Investigate Vendor,19901.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7120,2024-10-23 15:00:00,TCS,IT,99505,High ML Risk (Pattern),0.8949494949494949,Investigate Vendor,19901.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6949,2024-10-16 12:00:00,IBM,HR,99489,High ML Risk (Pattern),0.9605000000000001,Investigate Vendor,19897.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
277,2024-01-12 12:00:00,IBM,HR,99475,High ML Risk (Pattern),0.9584960317460316,Investigate Vendor,19895.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9035,2025-01-11 10:00:00,IBM,Operations,99474,High ML Risk (Pattern),0.91702331002331,Investigate Vendor,19894.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8492,2024-12-19 19:00:00,AWS,Finance,99470,High ML Risk (Pattern),0.8797735597735599,Investigate Vendor,19894.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4937,2024-07-24 16:00:00,IBM,IT,99463,High ML Risk (Pattern),0.925625,Investigate Vendor,19892.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1034,2024-02-13 01:00:00,AWS,HR,99453,High ML Risk (Pattern),0.9544285714285714,Investigate Vendor,19890.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8012,2024-11-29 19:00:00,Infosys,IT,99453,High ML Risk (Pattern),0.9463280834662414,Investigate Vendor,19890.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5112,2024-07-31 23:00:00,Infosys,Marketing,99452,High ML Risk (Pattern),0.9557392607392607,Investigate Vendor,19890.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7839,2024-11-22 14:00:00,Azure,Marketing,99429,High ML Risk (Pattern),0.8659358974358975,Investigate Vendor,19885.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1429,2024-02-29 12:00:00,Wipro,IT,99417,High ML Risk (Pattern),0.9629616013071896,Investigate Vendor,19883.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7475,2024-11-07 10:00:00,Wipro,IT,99415,High ML Risk (Pattern),0.9618893288084465,Investigate Vendor,19883.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4613,2024-07-11 04:00:00,AWS,Finance,99410,High ML Risk (Pattern),0.8659191919191919,Investigate Vendor,19882.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1080,2024-02-14 23:00:00,AWS,HR,99388,High ML Risk (Pattern),0.9308717948717948,Investigate Vendor,19877.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5063,2024-07-29 22:00:00,Azure,Operations,99376,High ML Risk (Pattern),0.8692603328044504,Investigate Vendor,19875.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5690,2024-08-25 01:00:00,Google Cloud,Operations,99369,High ML Risk (Pattern),0.9000944610944611,Investigate Vendor,19873.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2472,2024-04-12 23:00:00,AWS,IT,99366,High ML Risk (Pattern),0.9267900432900434,Investigate Vendor,19873.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3385,2024-05-21 00:00:00,AWS,Marketing,99354,High ML Risk (Pattern),0.9349125874125872,Investigate Vendor,19870.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2570,2024-04-17 01:00:00,AWS,HR,99351,High ML Risk (Pattern),0.9458888888888888,Investigate Vendor,19870.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8411,2024-12-16 10:00:00,Wipro,Finance,99348,High ML Risk (Pattern),0.8945333139083137,Investigate Vendor,19869.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7047,2024-10-20 14:00:00,TCS,Operations,99345,High ML Risk (Pattern),0.9163737373737375,Investigate Vendor,19869.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
844,2024-02-05 03:00:00,Google Cloud,IT,99342,High ML Risk (Pattern),0.862848484848485,Investigate Vendor,19868.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3572,2024-05-28 19:00:00,AWS,HR,99331,High ML Risk (Pattern),0.9590491452991452,Investigate Vendor,19866.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6670,2024-10-04 21:00:00,TCS,IT,99329,High ML Risk (Pattern),0.9110953490953492,Investigate Vendor,19865.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3294,2024-05-17 05:00:00,IBM,HR,99322,High ML Risk (Pattern),0.9821904761904762,Investigate Vendor,19864.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
85,2024-01-04 12:00:00,Wipro,IT,99303,High ML Risk (Pattern),0.9584049773755656,Investigate Vendor,19860.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9485,2025-01-30 04:00:00,TCS,Finance,99279,High ML Risk (Pattern),0.9435876623376623,Investigate Vendor,19855.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2931,2024-05-02 02:00:00,IBM,HR,99279,High ML Risk (Pattern),0.9546883116883116,Investigate Vendor,19855.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6395,2024-09-23 10:00:00,IBM,HR,99262,High ML Risk (Pattern),0.8793039876789878,Investigate Vendor,19852.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
179,2024-01-08 10:00:00,AWS,IT,99261,High ML Risk (Pattern),0.9029563492063492,Investigate Vendor,19852.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5939,2024-09-04 10:00:00,IBM,IT,99247,High ML Risk (Pattern),0.9485138888888889,Investigate Vendor,19849.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1952,2024-03-22 07:00:00,Wipro,Marketing,99244,High ML Risk (Pattern),0.9467657342657343,Investigate Vendor,19848.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5852,2024-08-31 19:00:00,Azure,Finance,99231,High ML Risk (Pattern),0.8991506981580513,Investigate Vendor,19846.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3092,2024-05-08 19:00:00,Infosys,Finance,99228,High ML Risk (Pattern),0.9675858585858585,Investigate Vendor,19845.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9320,2025-01-23 07:00:00,Wipro,IT,99215,High ML Risk (Pattern),0.9410604101780572,Investigate Vendor,19843.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9009,2025-01-10 08:00:00,Azure,Operations,99200,High ML Risk (Pattern),0.9357770562770562,Investigate Vendor,19840.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2543,2024-04-15 22:00:00,IBM,Finance,99171,High ML Risk (Pattern),0.9270700549450549,Investigate Vendor,19834.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4549,2024-07-08 12:00:00,Azure,Operations,99163,High ML Risk (Pattern),0.8943350236364941,Investigate Vendor,19832.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9634,2025-02-05 09:00:00,AWS,Operations,99161,High ML Risk (Pattern),0.9428404373404373,Investigate Vendor,19832.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7782,2024-11-20 05:00:00,Google Cloud,Finance,99156,High ML Risk (Pattern),0.8475122655122656,Investigate Vendor,19831.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
893,2024-02-07 04:00:00,Infosys,Operations,99151,High ML Risk (Pattern),0.9521022408963588,Investigate Vendor,19830.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2273,2024-04-04 16:00:00,Azure,Operations,99151,High ML Risk (Pattern),0.8988997807747809,Investigate Vendor,19830.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4172,2024-06-22 19:00:00,Infosys,Operations,99144,High ML Risk (Pattern),0.8869312770562771,Investigate Vendor,19828.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9671,2025-02-06 22:00:00,Wipro,Marketing,99123,High ML Risk (Pattern),0.8999368939883644,Investigate Vendor,19824.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4329,2024-06-29 08:00:00,Google Cloud,Operations,99122,High ML Risk (Pattern),0.9039534632034634,Investigate Vendor,19824.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3993,2024-06-15 08:00:00,Infosys,IT,99120,High ML Risk (Pattern),0.9253150621308517,Investigate Vendor,19824.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7374,2024-11-03 05:00:00,IBM,Marketing,99115,High ML Risk (Pattern),0.8965059940059938,Investigate Vendor,19823.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1496,2024-03-03 07:00:00,IBM,Finance,99104,High ML Risk (Pattern),0.8949842543077838,Investigate Vendor,19820.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8578,2024-12-23 09:00:00,Azure,Marketing,99097,High ML Risk (Pattern),0.8064162672123198,Investigate Vendor,19819.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
