transaction_id,transaction_type,amount,budget_amount,sender,receiver,sender_old_balance,sender_new_balance,receiver_old_balance,receiver_new_balance,is_fraud,date,month,currency
T0001453,PAYMENT,58836.68,63379.51566598674,C6149275,C5097554,134138.26,75301.58,13900.05,72736.73,0,2023-01-02,January,INR
T0001454,TRANSFER,23738.03,21734.72308083816,C1589773,M9286003,230445.24,206707.21,476033.32,499771.35,0,2023-01-02,January,INR
T0001455,PAYMENT,57184.22,57104.189254605444,C9861408,C1922220,190028.04,132843.82,290100.82,347285.04,0,2023-01-02,January,INR
T0001456,DEBIT,32561.18,29857.957085561862,C5096060,C1383200,75579.42,43018.24,334311.36,366872.54,0,2023-01-02,January,INR
T0001457,PAYMENT,35384.99,32615.213808682598,C3374609,C3611525,48216.03,12831.04,407693.52,443078.51,0,2023-01-02,January,INR
T0001458,CASH_OUT,6297.39,6307.222554001483,C5644789,M4922846,10812.77,4515.38,24653.71,30951.1,0,2023-01-02,January,INR
T0001459,PAYMENT,65230.37,70395.7051410896,C8111397,C2161983,34563.33,0.0,79974.07,145204.44,0,2023-01-02,January,INR
T0001460,CASH_IN,169140.6,155513.85506890577,C3813129,C7262794,301.53,0.0,78854.0,247994.6,0,2023-01-02,January,INR
T0001461,PAYMENT,14313.62,15655.572393183162,C1427622,C6418865,16140.7,1827.08,78703.22,93016.84,0,2023-01-02,January,INR
T0001462,CASH_IN,25502.0,24824.386775176197,C1458644,C7316042,223648.99,198146.99,43625.74,69127.74,0,2023-01-02,January,INR
T0001463,PAYMENT,5236.38,5125.290369306862,C8667872,C4805334,337779.89,332543.51,460009.19,465245.57,0,2023-01-02,January,INR
T0001464,CASH_IN,13026.87,11946.09448058565,C2004403,C9375567,209327.58,196300.71,174217.11,187243.98,0,2023-01-02,January,INR
T0001465,TRANSFER,53651.94,55892.63836666685,C6720070,C7047330,131299.06,77647.12,56836.9,110488.84,0,2023-01-02,January,INR
T0001466,PAYMENT,33536.39,34330.10087992882,C4460539,M9285534,307751.4,274215.01,356150.73,389687.12,0,2023-01-02,January,INR
T0001467,PAYMENT,83618.84,84808.75556122928,C7997653,M1788428,316168.18,232549.34,183325.21,266944.05,0,2023-01-02,January,INR
T0001468,CASH_OUT,32455.85,31296.064612339927,C1544755,M7006128,355510.73,323054.88,102770.81,135226.66,0,2023-01-02,January,INR
T0001469,TRANSFER,19220.45,18991.739199284035,C9080128,M4104181,142150.2,122929.75,464354.79,483575.24,0,2023-01-02,January,INR
T0001470,CASH_IN,25522.44,26622.754036625465,C7283706,M2735479,478202.47,452680.03,423767.99,449290.43,0,2023-01-02,January,INR
T0001471,TRANSFER,35400.15,35013.22185633829,C5043499,M2623165,86015.17,50615.02,295919.93,331320.08,0,2023-01-02,January,INR
T0001472,CASH_IN,1133.42,1112.6733362891837,C2863184,C2768850,481742.89,480609.47,248766.05,249899.47,0,2023-01-02,January,INR
T0001473,PAYMENT,13220.59,12472.353458297823,C9794275,C1828789,316556.26,303335.67,51181.85,64402.44,0,2023-01-02,January,INR
T0001474,PAYMENT,56244.93,59858.87909153515,C3718643,C5089847,136143.54,79898.61,240526.84,296771.77,0,2023-01-02,January,INR
T0001475,TRANSFER,84255.76,86720.732381585,C5414608,C7961020,99574.81,15319.05,206428.66,290684.42,0,2023-01-02,January,INR
T0001476,PAYMENT,12455.87,12205.157893306003,C4547131,C5171684,115843.96,103388.09,251850.83,264306.7,0,2023-01-02,January,INR
T0001477,PAYMENT,14118.09,12912.737210767657,C3074952,M2178429,323045.9,308927.81,202484.41,216602.5,0,2023-01-02,January,INR
T0001478,PAYMENT,7322.65,7976.454827084303,C4749486,C7364427,478996.83,471674.18,265937.5,273260.15,0,2023-01-02,January,INR
T0001479,DEBIT,3042.59,3242.8861293374603,C2363360,M2574234,433885.39,430842.8,285102.44,288145.03,0,2023-01-02,January,INR
T0001480,CASH_OUT,37493.89,38632.321421925466,C1014946,C8819685,490688.84,453194.95,42265.12,79759.01,0,2023-01-02,January,INR
T0001481,PAYMENT,26701.5,26290.52024545383,C3609936,M4300998,161032.91,134331.41,104815.67,131517.17,0,2023-01-02,January,INR
T0001482,PAYMENT,45575.51,44451.159426948245,C2008633,C1011829,193890.48,148314.97,228655.45,274230.96,0,2023-01-02,January,INR
T0001483,CASH_IN,26168.27,26658.556099901507,C4733009,M3634864,373496.55,347328.28,451583.8,477752.07,0,2023-01-02,January,INR
T0001484,TRANSFER,87366.16,92852.9353929773,C8764880,C8492011,125145.49,37779.33,469685.33,557051.49,0,2023-01-02,January,INR
T0001485,PAYMENT,62412.05,56801.382713284154,C2463123,M9278367,168557.67,106145.62,283706.98,346119.03,0,2023-01-02,January,INR
T0001486,TRANSFER,11846.15,12067.584762414981,C1011097,M4797075,143245.13,131398.98,286439.21,298285.36,0,2023-01-02,January,INR
T0001487,DEBIT,64528.33,63407.858695191324,C1999846,M9897816,203976.6,139448.27,266175.62,330703.95,0,2023-01-02,January,INR
T0001488,CASH_OUT,170629.09,183949.11355248978,C5573505,M3086110,385969.92,215340.83,145514.22,316143.31,0,2023-01-02,January,INR
T0001489,CASH_OUT,2663.26,2472.8397643841863,C3473543,C4801605,4440.76,1777.5,227997.37,230660.63,0,2023-01-02,January,INR
T0001490,CASH_OUT,4074.17,4218.3412300710215,C5405517,C5125618,13010.79,8936.62,284949.55,289023.72,0,2023-01-02,January,INR
T0001491,CASH_IN,63451.98,64091.28465536812,C1263230,M2810213,1843.08,0.0,433101.29,496553.27,0,2023-01-02,January,INR
T0001492,TRANSFER,5789.91,5268.701733705093,C3997847,M4448037,319702.44,313912.53,172336.28,178126.19,0,2023-01-02,January,INR
T0001493,CASH_OUT,45944.62,48788.1967403858,C4691210,C5483004,183287.1,137342.48,104358.89,150303.51,0,2023-01-02,January,INR
T0001494,TRANSFER,88822.48,95039.08029516728,C4881942,C7295554,235531.58,146709.1,74295.46,163117.94,0,2023-01-02,January,INR
T0001495,CASH_OUT,47275.4,45638.17158866088,C5960423,C5461016,233150.44,185875.04,158431.28,205706.68,0,2023-01-02,January,INR
T0001496,CASH_OUT,1997.08,2056.4436487718995,C8025229,C1930975,101568.48,99571.4,252758.18,254755.26,0,2023-01-02,January,INR
T0001497,TRANSFER,122784.54,128502.42899427368,C5205068,C5194347,395263.78,272479.24,492375.96,615160.5,0,2023-01-02,January,INR
T0001498,DEBIT,60694.22,66091.26814264832,C8570832,C8636381,93334.65,32640.43,97796.24,158490.46,0,2023-01-02,January,INR
T0001499,PAYMENT,26909.24,24308.45716183827,C5767618,C1183026,342136.76,315227.52,24432.27,51341.51,0,2023-01-02,January,INR
T0001500,CASH_IN,3066.79,3256.5377431075576,C3343136,M9983221,369699.86,366633.07,135506.87,138573.66,0,2023-01-02,January,INR
T0001501,PAYMENT,29409.77,30677.707395543955,C3061164,C2155392,127744.59,98334.82,305027.03,334436.8,0,2023-01-02,January,INR
T0001502,CASH_IN,6700.7,6566.634983845487,C3902413,M1082001,354595.62,347894.92,477162.74,483863.44,0,2023-01-02,January,INR
T0001503,TRANSFER,32845.23,35146.20654766973,C6377175,C2269077,108494.17,75648.94,337987.45,370832.68,0,2023-01-02,January,INR
T0001504,TRANSFER,80367.71,75433.89231017527,C3182345,M3252244,262943.67,182575.96,393254.74,473622.45,0,2023-01-02,January,INR
T0001505,PAYMENT,57316.85,58537.22678206034,C9227561,M4165849,358489.59,301172.74,309054.03,366370.88,0,2023-01-02,January,INR
T0001506,TRANSFER,42709.78,41263.51964895446,C5318770,M8466492,72829.81,30120.03,481698.72,524408.5,0,2023-01-02,January,INR
T0001507,TRANSFER,173241.44,161216.1800734266,C8769454,C6227090,338574.44,165333.0,293747.9,466989.34,0,2023-01-02,January,INR
T0001508,CASH_IN,212069.85,204135.70974375706,C7149324,M6748088,66637.27,0.0,339004.98,551074.83,0,2023-01-02,January,INR
T0001509,CASH_OUT,1662.79,1590.933909538511,C4000172,M8900590,35587.71,33924.92,491833.99,493496.78,0,2023-01-02,January,INR
T0001510,TRANSFER,6393.08,6562.5397167896435,C3054275,C2183431,174587.06,168193.98,278888.72,285281.8,0,2023-01-02,January,INR
T0001511,CASH_IN,70373.74,63337.00024683251,C7695496,M3010205,109151.5,38777.76,118434.67,188808.41,0,2023-01-02,January,INR
T0001512,CASH_OUT,110373.58,99403.81664765182,C3976621,C9713364,74580.19,0.0,474751.09,585124.67,0,2023-01-02,January,INR
T0001513,DEBIT,6366.43,6565.787296834623,C3221808,M7940799,129228.25,122861.82,275572.36,281938.79,0,2023-01-02,January,INR
T0001514,PAYMENT,9911.32,10236.58466685425,C9373460,C1532933,381020.09,371108.77,403904.55,413815.87,0,2023-01-02,January,INR
T0001515,TRANSFER,19287.33,19291.885091003976,C5343668,C3035870,430286.38,410999.05,201286.89,220574.22,0,2023-01-02,January,INR
T0001516,CASH_OUT,28921.1,31464.419002707986,C1437123,M4362183,468510.48,439589.38,480321.36,509242.46,0,2023-01-02,January,INR
T0001517,CASH_IN,9938.75,10830.158195832131,C5452908,C1293550,475589.19,465650.44,394009.91,403948.66,0,2023-01-02,January,INR
T0001518,CASH_OUT,17934.58,16620.231322531632,C5146925,M6246525,314336.08,296401.5,316993.85,334928.43,0,2023-01-02,January,INR
T0001519,TRANSFER,163013.92,150044.51315013104,C8775715,C6848724,346753.1,183739.18,382797.74,545811.66,0,2023-01-02,January,INR
T0001520,PAYMENT,64086.55,66768.27955627919,C7404021,C4022358,152598.1,88511.55,409609.58,473696.13,0,2023-01-02,January,INR
T0001521,CASH_OUT,17858.44,18796.691323097435,C2722215,M2931696,447506.91,429648.47,427253.57,445112.01,0,2023-01-02,January,INR
T0001522,CASH_OUT,27267.48,25381.890270154432,C2354085,C4828743,174280.0,147012.52,277704.03,304971.51,0,2023-01-02,January,INR
T0001523,CASH_IN,18084.6,17447.78861844919,C6432350,C9276894,367410.1,349325.5,351417.52,369502.12,0,2023-01-02,January,INR
T0001524,TRANSFER,71258.45,77404.45358172078,C1426366,C7466837,392411.99,321153.54,484411.79,555670.24,0,2023-01-02,January,INR
T0001525,PAYMENT,97853.26,105831.10111173362,C3871143,C9400773,488945.4,391092.14,286195.41,384048.67,0,2023-01-02,January,INR
T0001526,PAYMENT,29035.76,31174.68122575817,C2243848,M5976576,16012.15,0.0,4312.47,33348.23,0,2023-01-02,January,INR
T0001527,CASH_IN,20646.17,20268.67659429546,C1185057,M1945285,125562.63,104916.46,5788.84,26435.01,0,2023-01-02,January,INR
T0001528,PAYMENT,26334.63,25794.081895377712,C9269407,C1538699,235757.42,209422.79,385080.63,411415.26,0,2023-01-02,January,INR
T0001529,TRANSFER,15985.04,16175.693413029274,C1808387,M2752467,398725.47,382740.43,23021.26,39006.3,0,2023-01-02,January,INR
T0001530,TRANSFER,4995.64,4738.686341956079,C1083338,M5689188,362767.7,357772.06,341341.48,346337.12,0,2023-01-02,January,INR
T0001531,PAYMENT,49803.79,44863.636212117635,C9396025,C2893722,37740.99,0.0,445480.62,495284.41,0,2023-01-02,January,INR
T0001532,CASH_IN,81658.59,86511.73025760174,C2694897,M3855321,428540.84,346882.25,280395.07,362053.66,0,2023-01-02,January,INR
T0001533,PAYMENT,41531.62,41568.31842578519,C8349019,C9202945,206221.63,164690.01,116468.0,157999.62,0,2023-01-02,January,INR
T0001534,TRANSFER,53677.59,56825.60345250591,C1281551,C1391080,427625.29,373947.7,464322.96,518000.55,0,2023-01-02,January,INR
T0001535,TRANSFER,76734.16,70604.09229248097,C2382004,C1702214,441900.62,365166.46,252915.99,329650.15,0,2023-01-02,January,INR
T0001536,PAYMENT,39537.51,36188.971463687194,C1995665,M4507080,458994.87,419457.36,89402.09,128939.6,0,2023-01-02,January,INR
T0001538,TRANSFER,13984.92,14112.329376259515,C6581342,C8413695,376692.52,362707.6,383510.81,397495.73,0,2023-01-02,January,INR
T0001539,PAYMENT,77516.18,84921.7234954814,C5279517,C3589341,255242.57,177726.39,287715.17,365231.35,0,2023-01-02,January,INR
T0001540,CASH_OUT,19815.27,20655.766438137616,C3174749,C3616420,278143.6,258328.33,280598.3,300413.57,0,2023-01-02,January,INR
T0001541,PAYMENT,181856.48,176283.50526849704,C1799739,C6241910,258265.63,76409.15,20708.96,202565.44,0,2023-01-02,January,INR
T0001542,CASH_IN,60339.7,64129.49136921253,C6122907,M8793916,257841.59,197501.89,209921.58,270261.28,0,2023-01-02,January,INR
T0001543,PAYMENT,73746.73,67046.27456457286,C3076428,M2595538,105341.18,31594.45,343547.89,417294.62,0,2023-01-02,January,INR
T0001544,TRANSFER,35669.71,32960.47130545771,C6311757,C9030893,163994.32,128324.61,85196.34,120866.05,0,2023-01-02,January,INR
T0001545,PAYMENT,33260.13,30471.093743680914,C7187211,M8258766,88650.42,55390.29,490824.77,524084.9,0,2023-01-02,January,INR
T0001546,CASH_OUT,60102.33,60279.98932377529,C8644917,C3409697,358849.54,298747.21,13451.03,73553.36,0,2023-01-02,January,INR
T0001547,CASH_IN,20049.35,21711.12336034026,C5445864,C7036946,210211.24,190161.89,131321.29,151370.64,0,2023-01-02,January,INR
T0001548,PAYMENT,16838.63,18299.844058667157,C1042672,M6659671,121614.74,104776.11,17616.64,34455.27,0,2023-01-02,January,INR
T0001550,TRANSFER,872.01,912.454522054932,C8680324,C4615449,447715.87,446843.86,155327.08,156199.09,0,2023-01-02,January,INR
T0001551,PAYMENT,38096.2,40989.327378798516,C5799258,M3134192,2320.05,0.0,240066.08,278162.28,0,2023-01-02,January,INR
T0001552,PAYMENT,21887.71,20249.78260599144,C6572071,M1612269,439075.18,417187.47,431746.35,453634.06,0,2023-01-02,January,INR
T0001553,CASH_OUT,7420.63,7918.683255768643,C5120409,C5197151,13365.24,5944.61,150137.86,157558.49,0,2023-01-02,January,INR
T0001554,CASH_OUT,23606.22,22489.200577883108,C2464691,C7324206,354903.49,331297.27,101038.91,124645.13,0,2023-01-02,January,INR
T0001555,CASH_OUT,268790.85,244552.85387835445,C9070332,C5780578,438469.14,169678.29,101997.51,370788.36,0,2023-01-02,January,INR
T0001556,CASH_OUT,2625.54,2585.353573992338,C7956435,C1798265,117884.99,115259.45,42448.53,45074.07,0,2023-01-02,January,INR
T0001557,CASH_IN,18492.16,16673.05369064854,C9956649,C8445442,471758.43,453266.27,74257.19,92749.35,0,2023-01-02,January,INR
T0001558,TRANSFER,6376.57,5918.895228460115,C8699423,M1633692,360084.57,353708.0,148468.85,154845.42,0,2023-01-02,January,INR
T0001559,CASH_OUT,25909.6,26121.33961328544,C3620199,M4482680,491892.6,465983.0,115286.98,141196.58,0,2023-01-02,January,INR
T0001560,CASH_IN,107917.99,105624.97453680205,C3288371,C6115479,99774.79,0.0,38962.21,146880.2,0,2023-01-02,January,INR
T0001561,CASH_IN,9579.62,10347.223250044419,C3236269,C9341598,64144.9,54565.28,479475.96,489055.58,0,2023-01-02,January,INR
T0001562,CASH_IN,87265.84,83434.15451878383,C9269142,C7785371,330819.69,243553.85,38697.19,125963.03,0,2023-01-02,January,INR
T0001563,CASH_OUT,52312.64,56224.72704080581,C6012416,C2744968,257465.88,205153.24,368755.17,421067.81,0,2023-01-02,January,INR
T0001564,PAYMENT,36932.39,35219.08967900808,C5090116,C4849625,407391.64,370459.25,132960.67,169893.06,0,2023-01-02,January,INR
T0001565,TRANSFER,38386.71,37591.047994225824,C9714351,C8719415,214530.72,176144.01,276463.79,314850.5,0,2023-01-02,January,INR
T0001566,TRANSFER,43701.58,41201.7723374725,C6430819,M3229787,996.04,0.0,709.42,44411.0,0,2023-01-02,January,INR
T0001567,CASH_OUT,33318.15,31700.673243194706,C9184886,M9138694,242517.42,209199.27,3625.9,36944.05,0,2023-01-02,January,INR
T0001568,CASH_OUT,45872.12,46069.64061365229,C9861844,C5800898,332949.81,287077.69,168484.08,214356.2,0,2023-01-02,January,INR
T0001569,TRANSFER,17041.19,17021.53441918772,C1715010,C6640182,156111.66,139070.47,351984.97,369026.16,0,2023-01-02,January,INR
T0001570,PAYMENT,1179.31,1130.4142971452352,C4253824,M6966143,251060.54,249881.23,486228.3,487407.61,0,2023-01-02,January,INR
T0001571,PAYMENT,17952.6,17518.749339198723,C7607252,M9707713,301703.95,283751.35,226007.52,243960.12,0,2023-01-02,January,INR
T0001572,PAYMENT,12186.62,11446.303519116427,C8318433,M7190196,359044.32,346857.7,340030.93,352217.55,0,2023-01-02,January,INR
T0001573,CASH_IN,31506.77,33389.791683655865,C2336364,C4695285,117824.01,86317.24,283446.96,314953.73,0,2023-01-02,January,INR
T0001574,PAYMENT,12878.13,14061.73932543159,C3865591,C6310432,134425.53,121547.4,469703.64,482581.77,0,2023-01-02,January,INR
T0001575,TRANSFER,26373.79,25858.329020994097,C5933555,C7293547,343388.84,317015.05,280705.4,307079.19,0,2023-01-02,January,INR
T0001576,PAYMENT,91207.08,92214.12866128671,C8192920,C6382134,177172.98,85965.9,137244.09,228451.17,0,2023-01-02,January,INR
T0001577,TRANSFER,74438.32,70746.87349320248,C2016705,M1090879,375203.16,300764.84,352604.92,427043.24,0,2023-01-02,January,INR
T0001578,PAYMENT,60753.99,55434.38805801441,C6406604,C9116461,133792.46,73038.47,429942.34,490696.33,0,2023-01-02,January,INR
T0001579,TRANSFER,20153.77,22080.431822634226,C3667985,C3472123,377448.84,357295.07,424203.74,444357.51,0,2023-01-02,January,INR
T0001580,CASH_OUT,12903.88,12568.740766252104,C2947201,M6857866,78774.05,65870.17,400895.46,413799.34,0,2023-01-02,January,INR
T0001581,CASH_OUT,36281.57,36984.58699936548,C5638591,C6097320,226166.52,189884.95,46070.03,82351.6,0,2023-01-02,January,INR
T0001582,PAYMENT,87007.62,89848.85417819612,C4726234,M2081182,95756.26,8748.64,232536.03,319543.65,0,2023-01-02,January,INR
T0001583,CASH_IN,29698.95,28733.231976782117,C6721401,M8883402,257927.1,228228.15,214439.07,244138.02,0,2023-01-02,January,INR
T0001584,PAYMENT,10698.45,9999.349445212223,C3858720,M1749036,350082.29,339383.84,492239.26,502937.71,0,2023-01-02,January,INR
T0001585,PAYMENT,56491.7,61815.12841900878,C8409482,C9576330,263714.53,207222.83,73703.6,130195.3,0,2023-01-02,January,INR
T0001586,CASH_OUT,3222.33,3148.6173738722737,C1702975,M9296140,80015.58,76793.25,229534.8,232757.13,0,2023-01-02,January,INR
T0001587,CASH_IN,9995.52,9031.244604714662,C8756913,C6214899,460671.38,450675.86,365400.54,375396.06,0,2023-01-02,January,INR
T0001588,TRANSFER,8398.27,9123.883356345665,C1268512,C9588793,2384.52,0.0,32238.33,40636.6,0,2023-01-02,January,INR
T0001589,CASH_OUT,113336.5,112901.82399918833,C7623060,C8702833,365273.1,251936.6,446626.61,559963.11,0,2023-01-02,January,INR
T0001590,PAYMENT,3401.87,3571.419869314282,C4118307,M9098361,361297.64,357895.77,353314.02,356715.89,0,2023-01-02,January,INR
T0001591,PAYMENT,4675.04,4505.659515634951,C4450012,C8193090,448028.82,443353.78,68281.75,72956.79,0,2023-01-02,January,INR
T0001592,TRANSFER,23396.9,21716.196464534347,C1171307,C9362391,430596.04,407199.14,342628.53,366025.43,0,2023-01-02,January,INR
T0001593,TRANSFER,88280.19,88034.47178317174,C7318899,C7963065,75133.49,0.0,318304.53,406584.72,0,2023-01-02,January,INR
T0001594,CASH_OUT,92940.89,92019.46577891533,C2489389,M8922426,473061.17,380120.28,60533.01,153473.9,0,2023-01-02,January,INR
T0001595,TRANSFER,11985.76,12556.431135295064,C6932410,C2003128,75492.63,63506.87,482310.26,494296.02,0,2023-01-02,January,INR
T0001596,DEBIT,16619.19,15765.047745140555,C7526649,M4841707,281908.76,265289.57,253637.23,270256.42,0,2023-01-02,January,INR
T0001597,PAYMENT,28586.68,29242.481510234862,C8607146,M5307750,78226.79,49640.11,267692.32,296279.0,0,2023-01-02,January,INR
T0001598,PAYMENT,34573.04,36754.899139096226,C7372820,M9185775,189561.45,154988.41,341926.86,376499.9,0,2023-01-02,January,INR
T0001599,CASH_OUT,24580.79,22975.11205126362,C3713501,M5376334,396315.06,371734.27,100520.69,125101.48,0,2023-01-02,January,INR
T0001600,TRANSFER,38031.43,41373.88185585987,C7647222,M4958550,468036.63,430005.2,296935.29,334966.72,0,2023-01-02,January,INR
T0001601,TRANSFER,25116.55,22866.542424780106,C8433552,C8087123,160442.03,135325.48,162985.11,188101.66,0,2023-01-02,January,INR
T0001602,CASH_OUT,12755.41,11829.431110069285,C3854378,C6851468,217994.62,205239.21,439963.9,452719.31,0,2023-01-02,January,INR
T0001603,PAYMENT,113549.55,117027.57658352316,C2117592,M6274967,401181.11,287631.56,447967.5,561517.05,0,2023-01-02,January,INR
T0001604,CASH_IN,181613.01,170666.65154149037,C9010174,M9223447,298089.44,116476.43,378261.6,559874.61,0,2023-01-02,January,INR
T0001605,PAYMENT,10835.04,11019.033697301478,C2331459,M8378673,448764.55,437929.51,84837.5,95672.54,0,2023-01-02,January,INR
T0001606,PAYMENT,17879.34,16984.08144005311,C6344474,C7401422,164368.03,146488.69,235624.28,253503.62,0,2023-01-02,January,INR
T0001607,TRANSFER,37466.88,36974.95038705317,C3126523,M9608054,93779.59,56312.71,481301.32,518768.2,0,2023-01-02,January,INR
T0001608,PAYMENT,3118.88,3175.3719853849034,C2134236,C1434755,274129.68,271010.8,180840.68,183959.56,0,2023-01-02,January,INR
T0001609,TRANSFER,25241.28,23855.90660092999,C7987735,C5991974,233361.93,208120.65,162284.17,187525.45,0,2023-01-02,January,INR
T0001610,PAYMENT,32762.99,32615.666536220357,C2293467,M1279497,440500.16,407737.17,109271.8,142034.79,0,2023-01-02,January,INR
T0001611,PAYMENT,148248.41,160532.23258157153,C7032031,M8125398,44475.76,0.0,36001.84,184250.25,0,2023-01-02,January,INR
T0001612,PAYMENT,21171.92,19851.908031442017,C7237858,M2144179,22731.03,1559.11,37940.68,59112.6,0,2023-01-02,January,INR
T0001613,PAYMENT,10327.88,11250.163948612493,C1542051,M6045039,86989.54,76661.66,87417.69,97745.57,0,2023-01-02,January,INR
T0001614,CASH_OUT,174210.31,169161.12102427823,C2556495,M8043154,335914.46,161704.15,205794.46,380004.77,0,2023-01-02,January,INR
T0001615,PAYMENT,68137.61,61357.567354891995,C8149270,C6631323,162726.89,94589.28,280809.88,348947.49,0,2023-01-02,January,INR
T0001616,PAYMENT,11529.14,11374.437557063346,C5565633,M1528229,48719.75,37190.61,264969.43,276498.57,0,2023-01-02,January,INR
T0001617,DEBIT,65348.6,71721.00298860014,C2092167,C5284056,443226.68,377878.08,213228.07,278576.67,0,2023-01-02,January,INR
T0001618,DEBIT,38045.46,36079.074016847175,C9925969,C8016932,381151.62,343106.16,434674.82,472720.28,0,2023-01-02,January,INR
T0001619,PAYMENT,54879.84,49446.08712228007,C3384893,C9636357,442196.08,387316.24,413788.94,468668.78,0,2023-01-02,January,INR
T0001620,PAYMENT,51773.28,50245.625420700824,C1036068,M9083273,55940.21,4166.93,196057.01,247830.29,0,2023-01-02,January,INR
T0001621,CASH_IN,83850.05,81451.14062314767,C9317493,M8358194,157587.73,73737.68,254562.22,338412.27,0,2023-01-02,January,INR
T0001622,CASH_OUT,75618.48,74485.7532682969,C1149218,M3762237,312564.22,236945.74,442806.99,518425.47,0,2023-01-02,January,INR
T0001623,PAYMENT,35577.19,37391.24385969954,C5980224,M7767471,39458.92,3881.73,93677.1,129254.29,0,2023-01-02,January,INR
T0001624,CASH_OUT,37559.97,38405.036929475806,C9937760,C2501993,495773.59,458213.62,176449.26,214009.23,0,2023-01-02,January,INR
T0001625,CASH_OUT,46265.24,42462.11581291497,C6200283,C3966249,496403.72,450138.48,299753.09,346018.33,0,2023-01-02,January,INR
T0001626,PAYMENT,38396.54,39141.96180026377,C6261748,C3550684,259300.36,220903.82,223260.09,261656.63,0,2023-01-02,January,INR
T0001627,PAYMENT,42762.1,46950.76531728218,C4493573,M5368734,496851.11,454089.01,278927.8,321689.9,0,2023-01-02,January,INR
T0001628,TRANSFER,1610.16,1628.22311523683,C2142189,M8877566,468458.67,466848.51,20186.78,21796.94,0,2023-01-02,January,INR
T0001629,PAYMENT,7969.24,8022.836198722561,C6154225,C8766179,304516.36,296547.12,244951.36,252920.6,0,2023-01-02,January,INR
T0001630,TRANSFER,26154.15,27618.45483582193,C9075718,C9034292,42309.37,16155.22,478770.9,504925.05,0,2023-01-02,January,INR
T0001631,PAYMENT,55349.93,53397.07348420421,C1819925,C9427448,63231.25,7881.32,470428.74,525778.67,0,2023-01-02,January,INR
T0001633,PAYMENT,46384.69,44693.53056896751,C4735418,C9977949,411845.37,365460.68,467087.77,513472.46,0,2023-01-02,January,INR
T0001634,CASH_OUT,665.14,677.7115079933196,C5825803,M8898383,269828.06,269162.92,378544.53,379209.67,0,2023-01-02,January,INR
T0001635,CASH_IN,33161.3,30256.547465139196,C2488643,C7609862,415424.77,382263.47,94225.08,127386.38,0,2023-01-02,January,INR
T0001636,PAYMENT,53024.01,53380.86528231768,C6596127,M1724611,355993.22,302969.21,343367.48,396391.49,0,2023-01-02,January,INR
T0001637,PAYMENT,10746.99,10605.563204359662,C2641177,C7577546,407492.6,396745.61,495068.01,505815.0,0,2023-01-02,January,INR
T0001638,TRANSFER,3112.49,3387.7457257879078,C3458684,C7079984,132835.84,129723.35,327474.75,330587.24,0,2023-01-02,January,INR
T0001639,TRANSFER,59716.21,58971.447525865486,C7494509,C1844878,350261.04,290544.83,402840.93,462557.14,0,2023-01-02,January,INR
T0001640,PAYMENT,103883.01,101169.86900607718,C1454677,M2816904,38730.05,0.0,347374.47,451257.48,0,2023-01-02,January,INR
T0001641,TRANSFER,1529.77,1471.8416644652857,C5024633,C7763866,344824.73,343294.96,18626.55,20156.32,0,2023-01-02,January,INR
T0001642,TRANSFER,9996.9,10895.824927563883,C6351107,M2503382,243605.68,233608.78,9246.14,19243.04,0,2023-01-02,January,INR
T0001643,CASH_OUT,18228.55,18792.069263862228,C2188257,M4120671,167714.03,149485.48,372981.41,391209.96,0,2023-01-02,January,INR
T0001644,CASH_IN,95624.83,98062.1395659977,C3652796,C6472931,348113.66,252488.83,153015.13,248639.96,0,2023-01-02,January,INR
T0001645,CASH_OUT,7829.43,7254.133498184541,C4091513,C8781610,3370.85,0.0,240368.44,248197.87,0,2023-01-02,January,INR
T0001646,PAYMENT,57435.9,63056.63184274457,C6972588,C3560007,385853.17,328417.27,164605.77,222041.67,0,2023-01-02,January,INR
T0001647,PAYMENT,11927.96,11110.584863228078,C9790380,C8661177,267884.25,255956.29,99142.77,111070.73,0,2023-01-02,January,INR
T0001648,TRANSFER,76598.63,81051.62075102652,C8526205,C9409469,215299.95,138701.32,152542.6,229141.23,0,2023-01-02,January,INR
T0001649,TRANSFER,111128.84,121239.99194960074,C2707891,M8689722,264850.13,153721.29,218838.91,329967.75,0,2023-01-02,January,INR
T0001650,PAYMENT,33778.8,31520.92104594704,C1163444,C5354927,135803.29,102024.49,146226.25,180005.05,0,2023-01-02,January,INR
T0001651,CASH_OUT,23008.01,24538.721281347633,C1467208,M7481716,308504.65,285496.64,482862.36,505870.37,0,2023-01-02,January,INR
T0001652,TRANSFER,15915.11,15573.15367925329,C6361423,C2151601,114299.04,98383.93,472159.51,488074.62,0,2023-01-02,January,INR
T0001653,PAYMENT,42044.49,40731.14224368474,C2406344,M6735916,463710.37,421665.88,54510.82,96555.31,0,2023-01-02,January,INR
T0001654,CASH_OUT,144202.31,135908.19980210322,C3081524,M6408986,389918.45,245716.14,118244.46,262446.77,0,2023-01-02,January,INR
T0001655,CASH_OUT,16656.07,16925.971715853564,C8626523,C6718942,441914.56,425258.49,60678.46,77334.53,0,2023-01-02,January,INR
T0001656,TRANSFER,21127.1,19267.99085693737,C8864995,C7228321,357596.11,336469.01,296542.46,317669.56,0,2023-01-02,January,INR
